x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100,x101,x102,x103,x104,x105,x106,x107,x108,x109,x110,x111,x112,x113,x114,x115,x116,x117,x118,x119,x120,x121,x122,x123,x124,x125,x126,x127,x128,x129,x130,x131,x132,x133,x134,x135,x136,x137,x138,x139,x140,x141,x142,x143,x144,x145,x146,x147,x148,x149,x150,x151,x152,x153,x154,x155,x156,x157,x158,x159,x160,x161,x162,x163,x164,x165,x166,x167,x168,x169,x170,x171,x172,x173,x174,x175,x176,x177,x178,x179,x180,x181,x182,x183,x184,x185,x186,x187,x188,x189,x190,x191,x192,x193,x194,x195,x196,x197,x198,x199,x200,x201,x202,x203,x204,x205,x206,x207,x208,x209,x210,x211,x212,x213,x214,x215,x216,x217,x218,x219,x220,x221,x222,x223,x224,x225,x226,x227,x228,x229,x230,x231,x232,x233,x234,x235,x236,x237,x238,x239,x240,x241,x242,x243,x244,x245,x246,x247,x248,x249,x250,x251,x252,x253,x254,x255,x256,x257,x258,x259,x260,x261,x262,x263,x264,x265,x266,x267,x268,x269,x270,x271,x272,x273,x274,x275,x276,x277,x278,x279,x280,x281,x282,x283,x284,x285,x286,x287,x288,x289,x290,x291,x292,x293,x294,x295,x296,x297,x298,x299,x300,x301,x302,x303,x304,x305,x306,x307,x308,x309,x310,x311,x312,x313,x314,x315,x316,x317,x318,x319,x320,x321,x322,x323,x324,x325,x326,x327,x328,x329,x330,x331,x332,x333,x334,x335,x336,x337,x338,x339,x340,x341,x342,x343,x344,x345,x346,x347,x348,x349,x350,x351,x352,x353,x354,x355,x356,x357,x358,x359,x360,x361,x362,x363,x364,x365,x366,x367,x368,x369,x370,x371,x372,x373,x374,x375,x376,x377,x378,x379,x380,x381,x382,x383,x384,x385,x386,x387,x388,x389,x390,x391,x392,x393,x394,x395,x396,x397,x398,x399,x400,x401,x402,x403,x404,x405,x406,x407,x408,x409,x410,x411,x412,x413,x414,x415,x416,x417,x418,x419,x420,x421,x422,x423,x424,x425,x426,x427,x428,x429,x430,x431,x432,x433,x434,x435,x436,x437,x438,x439,x440,x441,x442,x443,x444,x445,x446,x447,x448,x449,x450,x451,x452,x453,x454,x455,x456,x457,x458,x459,x460,x461,x462,x463,x464,x465,x466,x467,x468,x469,x470,x471,x472,x473,x474,x475,x476,x477,x478,x479,x480,x481,x482,x483,x484,x485,x486,x487,x488,x489,x490,x491,x492,x493,x494,x495,x496,x497,x498,x499
88,1,30,1,19,1507,6,2768,29,2820,28,7,22,91,6,124,7,18,55,43,12,9,101,2,283,120,17,49,30,1,19,3063,6,7,22,1507,6,641,6,522,7,624,7,9,101,2,283,120,17,176,6,463,7,338,1,60,15,3063,23,85,1,101,2,283,120,17,176,6,429,7,57,1,375,53,1,683,15,188,87,1,1751,18,375,31,1358,470,1,106,80,1,699,9,183,1,821,6,14,1,819,7,827,1,825,4,80,1,208,9,591,118,1,257,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,39,2725,4927,86,2,203,3,99,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,39,75,326,2,93,1551,13,579,458,4360,1315,1590,337,3,100,56,242,337,2,4210,292,8,979,337,18,1028,580,2,10,5,2373,11,597,12,292,3188,3,324,20,213,231,27,13,1009,93,239,5,40,2725,3485,4927,3,26,3538,337,65,1573,21,8,643,11,2725,1,4442,86,1,1951,2725,3485,39,59,8,505,5,498,2,117,65,1851,8,490,1814,597,12,5,2178,11,379,5,301,1770,125,1095,8,56,108,3,4442,99,1,2725,3485,39,775,21,597,1770,337,18,1028,580,3,128,8,3669,1931,12,5,323,333,3,4442,107,1,1399,2725,3485,39,465,4210,8,337,18,1028,580,2,597,48,809,10,76,78,246,19,3350,8,3350,3,1685,71,3350,8,275,5,312,108,12,20,3,100,56,292,11,5,337,3738,21,38,8,32,2884,1073,3,3538,1740,86,7,2172,99,7,4096,2014,107,7,2252,191,7,804,99,2172,2572,1754,41,1,94,20,225,230,2779,2,8,2,46,3280,714,18,32,304,2,20,653,47,948,668,13,22,32,2572,18,38,1754,3,240,625,1,4,14,1,1,2725,3485,4927,1,75,498,27,21,4442,99,1,2725,3485,3,83,65,1851,775,21,597,1770,337,18,1028,580,3,128,8,3669,1931,12,5,323,333,3,479,597,1,4,14,1,34,4096,2014,1476,41,1,94,20,225,61,11,2,38,27,63,1926,2603,8,195,799,451,3682,3,240,625,1,4,14,1,1,2725,3485,4927,1,75,498,27,21,4442,86,1,1951,2725,3485,59,8
57,15,4535,81,54,279,17,88,1,130,1,745,15,2859,30,1,19,45,6,45,29,72,28,7,22,2834,6,96,7,18,55,43,12,9,81,2,279,54,17,111,6,192,7,30,1,19,647,29,72,28,22,45,18,190,6,137,7,12,745,15,45,6,138,7,9,81,2,279,54,17,49,6,84,7,30,1,19,6,29,28,7,22,91,6,124,7,18,55,43,12,9,81,2,279,54,17,49,30,1,19,109,6,29,28,7,22,6,96,7,18,55,43,9,81,2,279,54,17,111,6,192,7,30,1,19,22,6,613,7,18,43,12,15,9,81,2,279,54,17,111,1,4462,15,130,1,15,30,1,19,6,29,28,7,22,6,96,7,18,55,43,12,9,81,2,279,54,17,111,6,192,7,30,1,19,6,29,28,7,22,6,96,7,18,55,43,12,9,81,2,279,54,17,111,6,192,7,30,1,6,19,15,45,7,22,6,7,43,9,81,2,279,54,17,111,6,192,7,133,1,60,15,23,85,1,81,2,279,54,17,111,226,1,15,4535,57,1,15,4535,87,1,8,1043,35,1339,3098,1,53,1,15,4535,53,1,15,4535,519,1,110,1,287,1026,3,1435,1,203,2,2853,2,2,2,4907,2,2,2,2,2,2,3892,4400,1492,1,755,75,955,31,8,1043,35,1339,29,14,1,28,750,279,2,17,1132,303,486,4016,68,86,7,40,216,308,26,25,99,7,216,4940,216,107,7,486,4016,191,7,3636,1,103,121,7,4628,353,40,216,308,26,25,924,13,58,329,3077,3005,3023,2,40,41,2498,587,11,26,29,14,1,28,2,35,1502,2,750,279,58,209,2921,3,31,3953,1467,717,2864,1245,105,534,1362,3,340,219,717,33,534,3956,27,8,4447,2,559,11,125,74,11,802,3,75,2170,230,5,2832,11,3541,10,580,2,10,2,19,1246,31,40,1328,10,3,26,1822,1601,5,18,5,29,14,1,28,2,420,4515,2352,11,3541,29,14,1,28,2,10,688,147,8,517,32,2351,18,182,1745,891,29,14,1,28,3,216,4940,216,1844,48,617,2579,105,5,562,11,2351,10,3541,3738,21,40,41,2498,587,11,3,26,1443,944,1,40,302,27,33,36,934,319,4447,8,2792,21,10,8,18,593,33,2938,8,148,3,302,3953,2198,219,36,82,182,3,36,259,8,1038
57,1389,15,217,81,37,436,17,88,1,130,1,745,15,320,30,1,19,45,6,131,29,72,28,7,22,188,6,96,7,18,55,43,12,9,81,2,436,37,17,49,6,84,7,30,1,19,131,29,72,28,22,45,18,190,6,137,7,12,745,15,45,6,138,7,9,81,2,436,37,17,49,6,84,7,30,1,19,274,6,3068,15,274,29,1410,28,7,22,91,6,124,7,18,55,43,12,9,201,2,403,37,17,49,30,1,19,274,6,45,29,72,28,7,22,274,6,96,7,18,55,43,9,201,2,403,37,17,49,6,84,7,130,1,15,45,30,1,19,6,29,28,7,22,274,6,96,7,18,123,43,12,9,201,2,403,37,17,49,6,84,7,30,1,6,565,563,19,501,29,28,7,9,403,37,17,282,30,1,19,6,886,7,6,7,22,6,7,18,123,9,403,37,17,282,57,1,53,1,1018,15,217,151,1,106,80,1,208,9,828,1,183,1,848,6,14,1,7,3264,1,848,6,14,1,7,133,1,60,15,274,23,87,1,29,3557,28,1563,1,39,543,1723,382,1,1389,15,217,782,1,1389,15,217,1048,1,1018,15,217,995,1,2908,519,1,459,1313,1,1585,1,883,1,2,1019,1,656,202,560,95,376,1018,1608,778,1,2,1424,1,2201,1,201,2,403,37,17,49,85,1,201,2,403,37,17,49,4463,1,331,118,1,483,302,187,47,8,850,205,8,221,10,2,117,38,636,61,235,8,4143,5,846,3,1844,146,76,115,543,260,149,65,3045,33,149,48,95,3,693,65,251,115,13,1735,3,324,105,1811,74,181,149,48,8,2,10,251,850,205,33,20,48,21,32,10,59,76,181,20,48,8,76,2,10,150,484,163,108,92,114,108,1426,3,697,11,3760,4,656,202,560,95,376,2222,2093,1,1018,15,217,14,1,3528,12,6,919,7,285,127,3,412,1370,1,1388,15,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,60,15,2174,23,30,1,19,3315,6,3315,29,28,7,22,91,6,124,7,18,55,43,12,9,104,2,305,120,17,49,30,1,19,3035,6,7,22,3315,6,641,6,522,7,624,7,9,104,2,305,120,17,111,6,463,60,15,2174,23,7,338,1,60,15,3035,23,85,1,104,2,305,120,17,111,6,192,7,57,1,404,867,60,15,2174,23,53,1,15,188,87,1,173,404,867,470,1,106,80,1,699,9,4,80,1,208,9,591,118,1,257,352,721,83,225,662,8,5,815,514,11,5,404,867,2,134,1148,5,2621,2877,51,13,4368,2,117,32,273,249,845,640,78,389,815,46,27,471,92,8,659,815,813,3,170,66,127,2,440,32,136,245,2274,46,273,249,4106,3,53,322,8,13,1970,638,285,2,2896,32,511,2566,58,14,1,41,1970,638,1579,2061,2124,5,1005,11,5,439,3,4,80,1,180,9,591,118,1,360,404,867,60,25,4,50,1721,2997,6,1003,7,50,70,1541,773,6,135,1541,7,52,9,808,6,1541,23,23,408,7,52,1003,9,69,1108,184,773,102,85,6,7,9,1108,1541,773,6,7,52,9,1108,386,773,2997,6,1418,7,9,549,2011,1870,19,646,2235,4,23,60,25,4,4801,19,646,2235,1108,266,773,102,85,6,7,549,4,23,623,623,215,215,122,122,122,122,122,193,193,193,122,122,122,122,122,60,25,4,1261,6,95,60,4412,3298,26,1752,26,26,287,26,26,287,26,3261,26,287,26,23,60,26,1869,26,23,60,4034,26,3392,26,23,60,2733,26,1752,26,2659,26,1035,26,23,60,23,60,3223,23,60,23,60,42,4413,23,95,7,9,1261,6,95,60,23,95,7,9,1261,6,95,60,2213,26,14,1,9,2972,9,3289,9,2966,95,365,386,365,95,34,26,3296,773,26,26,2733,26,1752,26,2659,26,1035,26,26,163,26,3176,26,287,26,26,287,26,26,287,26,26,163,26,23,95,7,9,1261,6,95,60,103,26,26,26,14,1,34,26,23,95,7,9,1261,6,95,60,3284,2213,26,14,1,9,25,9,2972,9,3289,9,2966,95,365,386,365,95,34,40,42,3176,26,287,26,3298,26,1752,26,3306,26,1035,26,23,60,4787,23,60,23,95,7,9,1261,6,95,60,23,95,7,9,50,4,23,122,122,122,122,122,122,122,122,122,193
88,1,15,1010,1,201,37,349,17,88,1,30,1,19,45,6,1234,29,72,28,7,22,2746,6,124,7,18,55,43,12,9,201,2,349,37,17,111,30,1,19,1379,29,2944,28,22,45,18,190,6,137,7,12,1077,15,45,6,138,7,9,201,2,349,37,17,111,6,192,7,30,1,19,687,6,1639,29,1655,28,7,22,2969,6,1657,3066,7,18,1619,9,104,2,422,37,17,258,3046,1,2958,2948,2515,30,1,19,687,6,1639,29,1655,28,7,22,687,6,1657,3012,7,18,1619,9,104,2,422,37,17,258,30,1,19,687,6,45,29,72,28,7,22,1234,6,96,7,18,55,43,12,9,104,2,422,37,17,258,6,599,7,3053,1,15,2965,1,3014,1,3060,1,838,3067,1,2,2,4029,2,2,3095,2,2,2,2,2,30,1,19,6,29,28,7,22,687,6,96,7,18,123,43,12,9,104,2,422,37,17,258,6,599,7,53,1,15,57,1,40,26,87,1,95,1,85,1,104,2,422,37,17,111,338,1,60,15,23,782,1,226,1,818,15,1,60,23,1313,1,778,1,30,1,6,565,563,22,2674,7,9,422,37,17,282,30,1,6,565,563,22,1006,287,7,9,422,37,17,282,30,1,19,492,6,886,7,6,7,22,287,18,123,9,422,37,17,282,30,1,19,29,28,6,29,28,7,22,6,124,7,18,55,43,9,104,2,422,37,17,258,470,1,106,4358,1,818,15,15,6,7,80,1,208,9,152,26,1201,26,9,26,26,918,1,694,1115,1,1083,1,1086,1,3022,1676,13,3956,266,264,1506,3,3258,13,4576,3956,1682,12,13,306,3,170,141,16,349,13,481,20,65,150,13,1781,25,14,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,404,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,818,15,14,1,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1325,620,422,2,17,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68,1325,36,3,57,93,3609,1610,2,466,4546,31
88,1,30,1,19,2155,6,759,29,2158,28,7,22,91,6,124,7,18,123,43,12,9,81,2,262,120,17,49,183,1,1961,132,1866,85,1,81,2,262,120,17,258,87,1,29,280,139,404,28,53,1,1164,15,188,57,1,280,139,404,778,1,883,1,2045,1,2188,1,2154,1,280,226,1,15,759,382,1,15,759,133,1,151,1,106,80,1,180,9,828,60,25,4,791,70,2125,1,1352,6,14,1,2525,7,9,129,1,24,2342,69,13,1,291,70,449,1,24,309,9,671,1,370,9,211,1,174,69,13,1,1334,70,449,1,24,9,671,1,370,9,211,1,174,69,13,1,1153,70,449,1,1618,9,247,1,334,69,13,1,253,70,129,1,1618,9,671,1,334,69,2095,70,923,1,24,2358,9,933,1,24,3303,450,227,9,942,1,24,2354,450,227,9,941,1,24,3303,450,227,9,931,1,24,2354,450,227,9,449,1,24,2342,9,951,1,981,1012,388,2,927,388,2,494,2,407,9,958,1,2004,9,957,1,174,69,2187,70,923,1,24,2354,9,2015,1,954,9,933,1,24,2358,478,227,9,942,1,24,524,478,227,9,941,1,24,2358,478,227,9,931,1,24,524,478,227,9,449,1,24,2342,9,951,1,981,1012,388,2,927,388,2,494,2,407,9,958,1,771,9,957,1,327,69,2193,70,214,1,1699,9,164,1,1056,2,1183,2,407,69,4,23,280,139,404,3130,10,2753,141,108,758,1,1113,311,3,1927,5,1322,3020,74,11,32,269,46,501,18,5,3025,485,33,31,22,1653,1,1235,2928,3,75,502,4378,2209,2,32,373,1793,2,10,3470,92,21,1237,3,252,116,8,746,184,25,8,10,20,213,612,126,1210,3,128,31,63,646,1546,2,117,44,1,40,36,213,1131,275,132,36,653,167,8,517,39,117,36,76,78,206,8,612,5,1284,439,3,506,2,36,239,3,1076,25,272,8,5,244,1659,1,869,79,3901,79,79,3,1279,35,5,2752,4778,10,1297,3779,3,83,213,231,33,38,27,6,3031,7,13,9,21,5,1588,645,11,5,4273,27,13,3217,8,909,13,3,36,2942,95,12,2,139,1674,10,51,13,2,10,184,36,65,2482,21,63,2385,3,36,5,638,36,206,8,517,2,737,44,2,4246,89,2,2854,44,2,10,251,612,5,102,638,627,36,206
88,1,30,1,19,2145,6,29,28,7,22,91,6,124,7,18,55,43,12,9,101,2,283,120,17,49,30,1,19,45,6,29,72,28,7,22,2145,18,1219,6,1057,24,86,7,43,12,9,101,2,283,120,17,49,85,1,101,2,283,120,17,49,57,1,1195,15,2145,87,1,1906,2422,1958,361,283,53,1,1906,4922,519,1,110,1,133,1,650,31,2422,19,41,1093,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,39,53,314,19,38,991,347,1195,2,231,5,719,58,5,454,11,38,160,3,4,4,4,4,2156,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3121,1474,8,13,4158,1693,3183,3910,4184,25,1555,376,1892,2,186,2767,210,1745,2,3390,4011,4192,2466,11,5,4128,4151,1238,3,252,116,8,275,74,66,10,1669,1474,1,3978,3,170,328,102,1180,33,2657,1555,6,1323,7,337,720,5,4222,17,1270,2292,1886,2,1555,376,1892,59,960,99,1474,8,13,1270,2292,4161,1463,18,200,329,1569,1886,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,39,343,3506,1408,12,2361,1035,100,76,78,261,5,12,1800,2,117,44,31,983,574,66,175,48,943,21,44,68,14,1,98,2892,1408,35,57,5,100,83,506,3,14,1,98,1653,95,19,2176,39,35,474,3709,14,1,1711,1875,392,8,1298,21,4908,65,1683,290,593,68,14,1,388,8,3958,1353,38,481,325,31,108,93,213,774,68,14,1,2529,116,14,1,1097,1065,2205,1036,39,318,2789,725,25,3,14,1,136,8,711,518,5,136,1686,3320,35,5,1430,14,1,2006,1843,2,642,14,1,8,4909,1007,2176,1068,3,1504,61,34,14,1,109,35,340,141,2008,2,10,163,14,1,848,245,1167,205,34,14,1,12,373,813,27,4693,4919,4704,31,1102,14,1,848,592,8,711,518,5,136,1686,3320,35,5,1430,14,1,136,2328,35,5,2941,2,4307,14,1,460,916,2190,74,4410,854,21,2,61,14,1,596,1253,3467,2364,125,4585,2,44,31,13,3106,413,74,223,14,1,1454,8,3765,74,4374,21,2117,279,1417,154,874,14,1,2595,10,21,2922,340,61,1421,14,1,839,41,1093,3007,21,2883
88,1,60,15,23,30,1,6,565,563,22,2674,7,9,403,120,17,282,30,1,6,565,563,22,1006,2225,7,9,403,120,17,282,30,1,19,15,22,3725,18,3720,6,3458,1,3,3,3355,3,2542,21,2424,7,9,403,120,17,282,30,1,19,492,6,886,7,6,7,22,3643,18,123,9,403,120,17,282,470,1,106,1,40,123,2486,514,1456,26,133,1,60,15,23,1,60,15,23,226,1,15,85,1,81,2,403,120,17,192,57,1,40,1024,64,9,15,26,87,1,2664,1439,78,68,1691,962,650,31,53,1,15,4459,394,1,107,1375,1,237,80,1,208,9,152,26,236,26,118,1,257,1435,1,740,2,2538,2,2,2,3095,2,2,2,2,2,3995,3937,3510,1,2555,3748,1,757,2544,3126,3202,1285,3811,3166,3842,1492,1,3382,1,1211,3735,6,3889,16,3628,1,3923,2,2017,3775,3903,3835,3840,3475,16,7,3792,1,3516,419,248,1,4,4,4,4,4,4,4,4,4,4,869,1211,631,4,4,4,4,4,4,4,4,4,4,4,248,1,75,273,27,983,838,3,41,1103,160,90,157,2810,248,1,154,20,65,3459,46,1581,1028,1513,273,21,306,3,248,1,570,14,1,3478,12,66,503,3,248,1,248,1,1944,1358,503,1,6,2761,2,121,532,7,248,1,749,25,6,435,7,57,1,224,61,539,13,642,271,248,1,749,25,6,435,7,1116,1,13,105,866,20,286,344,38,248,248,1,749,25,6,435,7,1116,1,1338,95,248,1,749,25,6,3696,435,7,1116,1,20,8,220,300,248,1,749,25,6,435,7,1116,1,1338,1051,95,21,248,1,749,25,6,1247,435,7,1116,1,1338,58,776,107,2308,4208,21,13,4851,248,1,749,25,6,1343,435,7,1116,1,20,147,8,1278,452,248,248,1,749,25,6,435,7,1116,1,412,917,127,248,1,749,25,6,2606,435,7,4456,1,950,11,439,987,40,314,26,248,1,248,1,4,4,4,4,4,4,4,4,4,4,2011,11,1211,631,4,4,4,4,4,4,4,4,4,4,39,83,48,726,38,109,260,20,1417,92,8,197,108,11,71,168,936,3,94,20,187,3039,61,8,197,1084,11,38,757,2,165,314,22,380,5,719,58,5,1005,11,38,160,3,764,1335,2,510,372,1789,68,68,408,11,341,1085,816,2619,286,480,20,8,505,1789
88,1,30,1,19,1980,6,3692,29,3543,28,7,22,91,6,124,7,18,55,43,12,9,113,2,182,120,17,49,30,1,19,2034,6,3638,7,22,1980,6,641,6,522,7,624,7,9,113,2,182,120,17,176,6,463,7,338,1,60,15,2034,23,85,1,113,2,182,120,17,176,6,429,7,57,1,40,143,2499,12,269,26,53,1,1207,15,188,87,1,75,326,1,46,470,1,106,80,1,180,9,591,118,1,257,183,1,821,6,14,1,819,7,827,1,825,618,2121,39,269,1070,715,177,143,41,132,178,2086,1,178,467,64,2979,1,3742,178,1452,1,817,4603,477,3621,178,136,1,4570,1497,24,178,3523,1,2928,178,132,1,178,2704,1,1024,31,1165,8,525,12,1562,1746,34,252,116,8,546,74,143,2,13,168,245,33,32,249,10,435,20,8,5,610,210,1562,3,769,2136,1,86,3,1235,2928,99,3,1271,17,107,3,1235,4620,191,3,98,139,430,39,1432,121,3,281,3,1456,250,3,98,139,430,39,467,1070,331,3,1235,17,209,3,3203,1914,182,3,555,13,793,110,11,5,401,244,487,210,337,58,143,3,17,210,32,4681,222,1350,2,220,116,25,1004,1,92,361,209,2,17,46,991,189,36,239,634,33,4204,10,132,2235,2272,136,2204,260,11,318,580,1,10,3340,3,340,36,1759,13,267,33,90,580,33,76,78,233,46,90,13,92,2,154,36,56,8,2482,2590,8,893,44,3,178,5,385,1534,11,354,2,132,56,437,554,19,98,21,125,482,2,134,4204,10,76,78,389,3,36,437,8,2073,132,1636,2,154,36,56,4384,11,4209,230,5,846,3,2118,637,2,1139,815,10,3570,2,132,65,150,13,132,267,76,1368,1146,33,20,254,18,98,31,554,3,41,141,593,149,640,78,76,48,357,51,1564,5,897,4131,3500,3,53,4143,38,4692,846,2,845,132,56,8,362,74,11,125,482,46,488,56,8,189,2590,8,893,205,3,83,65,185,2590,18,357,51,2590,8,115,5,11,580,1674,22,4204,10,2,1640,20,5,323,11,559,3,1790,76,20,652,263,47,760,11,132,267,1,132,2,488,2,46,897,4937,34,797,148,261,58,2945,15,3,4831,504,2,143,2499,589,32,2405,3040,19,2328,34,2,5,2483,146,545,32,2405,56,1467,536,10,711,105,311,994,2,117,263,20,2180
88,1,15,3048,1010,1,201,37,349,17,88,1,30,1,19,45,6,1234,29,72,28,7,22,2746,6,124,7,18,55,43,12,9,201,2,349,37,17,111,30,1,19,1379,29,2944,28,22,45,18,190,6,137,7,12,1077,15,45,6,138,7,9,201,2,349,37,17,111,6,192,7,30,1,19,687,6,1639,29,1655,28,7,22,2969,6,1657,3066,7,18,1619,9,112,2,182,37,17,258,3046,1,2958,2948,2515,30,1,19,687,6,1639,29,1655,28,7,22,687,6,1657,3012,7,18,1619,9,112,2,182,37,17,258,30,1,19,687,6,45,29,72,28,7,22,1234,6,96,7,18,55,43,12,9,112,2,182,37,17,258,6,599,7,3053,1,15,3048,2965,1,3014,1,3060,1,838,3067,1,2,4336,2,4029,2,2,2,3995,2,3892,2,3474,2,2,2,30,1,19,3048,6,3048,29,28,7,22,687,6,96,7,18,123,43,12,9,112,2,182,37,17,258,6,599,7,85,1,182,37,17,1966,57,1,40,4005,256,397,26,53,1,2451,15,1379,133,1,60,15,3048,23,87,1,1137,378,1872,256,397,2,620,182,2,17,6,754,836,2,7,470,1,106,80,1,180,9,828,118,1,257,183,1,106,918,1,694,1115,1,1083,1,1086,1,409,1137,378,1872,4503,397,70,129,1,24,1259,9,164,1,1056,2,2,9,214,1,771,69,70,129,1,24,1259,9,164,1,1056,2,2,9,214,1,771,69,1116,2,2,70,129,1,24,1259,9,164,1,407,2,494,2,473,9,214,1,771,69,2,70,129,1,24,1259,9,164,1,407,2,494,2,473,9,214,1,771,69,70,129,1,24,1259,9,164,1,407,2,494,2,473,9,214,1,771,69,1767,70,164,1,407,2,494,2,473,9,214,1,771,69,2083,70,129,1,24,1259,9,164,1,594,2,959,2,473,9,214,1,771,69,70,129,1,24,1259,9,164,1,407,2,494,2,473,9,214,1,771,69,3442,70,129,1,24,1259,9,164,1,407,2,494,2,473,9,214,1,771,69,70,129,1,24,2420,9,164,1,407,2,494,2,473,9,214,1,771,69,70,164,1,407,2,494,2,473,9,214,1,69,70,129,1,24,2420,9,164,1,407,2,494,2,473,9,214,1,69,2,2,70,129,1,24,1259,9,164,1,407,2,494,2
88,1,130,1,15,4459,30,1,6,565,563,22,2674,7,9,232,120,17,282,30,1,6,565,563,22,1006,2225,7,9,232,120,17,282,30,1,19,15,22,3725,18,3720,6,3458,1,3,3,3355,3,2542,21,2424,7,9,232,120,17,282,30,1,19,6,886,7,6,7,22,3643,18,123,9,232,120,17,282,30,1,6,565,563,22,1006,7,9,232,120,17,282,1,232,120,17,282,1,60,15,23,782,1,15,1,15,1,15,4459,1,966,15,226,1,40,966,351,26,57,1,40,966,351,26,53,1,40,15,26,130,1,15,1,15,30,1,6,565,563,19,501,7,9,232,120,17,282,30,1,19,6,886,7,6,7,22,18,123,9,232,120,17,282,30,1,6,565,563,22,1006,1960,7,9,232,120,17,282,30,1,6,565,563,19,501,7,9,232,120,17,282,30,1,19,492,6,886,7,6,7,22,18,123,9,232,120,17,282,30,1,6,565,563,22,1006,7,9,232,120,17,282,1,440,15,9,545,22,519,1,459,1,2082,1585,1,1313,1,778,1,883,1,130,1,350,110,15,130,1,12,15,30,1,6,565,563,19,501,7,9,232,120,17,282,1,85,1,104,2,279,120,17,176,87,1,966,351,1,4344,11,5,21,966,2,2923,2,10,5,284,4449,338,1,470,1,106,80,1,208,9,828,118,1,257,1,1,733,1435,1,740,2,2538,2,4029,2,2,2,3937,3510,1,2555,3748,1,757,2544,3126,3202,1285,3811,3166,3842,1492,1,2639,3382,1,1211,3735,6,3889,16,3628,1,3923,2,2017,3775,3903,3835,3840,3475,16,7,3792,1,3516,419,248,1,4,4,4,4,4,4,4,4,4,4,869,1211,631,4,4,4,4,4,4,4,4,4,4,4,248,1,75,273,27,983,838,3,41,1103,160,90,157,2810,248,1,154,20,65,3459,46,1581,1028,1513,273,21,306,3,248,1,570,14,1,3478,12,66,503,3,248,1,248,1,1944,1358,503,1,6,2761,2,121,532,7,248,1,749,25,6,435,7,87,1544,2570,11,1342,1236,248,1,749,25,6,435,7,1116,1,1338,13,1287,11,1651,248,1,749,25,6,435,7,1116,1,105,21,248,1,749,25,6,1343,435,7,1116,1,20,147,8,1278,452,248,248,1,749,25,6,435,7,57,10,53,5,386,142,248,1,248,1,4,4,4
